Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
0	80000	1.5	0.0	0.044043947	-0.025230868	-1880.5641	1219.0	467.7595	2.2547498	0.007139218	5.0	9.433151	48.189274	36.613464	0.020049023	0.9164323	0.2983625	463.8225	-0.0029413379	1391.1873	21004.785	-1673.0168	466.334	-1672.9971	466.33572	0.0	43.650196
1	160000	1.5	0.0	-60.23182	39.529705	-1683.2698	1219.0	463.13687	1.031938	0.0015298768	5.0	-0.09261167	48.64227	39.342354	0.015293657	0.91466814	0.25255	-4.7786703	-0.0025089253	8.939597	5624.822	-1486.0319	462.0002	-1485.9116	461.9933	1.0	87.22574
2	240000	1.5	0.0023027735	-126.14805	39.186634	-1517.6433	1219.0	457.96017	0.93976957	0.0008497244	5.0	-0.09526688	49.49273	39.12753	0.015755985	0.91340166	0.249075	-4.9422364	-0.0015450239	3.4652727	405.9555	-1304.6051	455.9624	-1304.6443	455.96036	2.0	133.22374
3	320000	1.5	0.004252031	-121.2649	39.031155	-1350.2656	1219.0	450.8653	0.85564864	0.0005635212	6.0	-0.18997715	50.12249	38.70243	0.02148686	0.9123917	0.3307875	-9.91619	-0.0015914231	3.6829286	358.55118	-1087.0874	442.64044	-1086.999	442.60806	3.0	179.30821
4	400000	1.5	0.0059020403	-108.66489	38.552143	-1169.8561	1219.0	439.4912	0.8316577	0.000461022	5.0	-0.30432746	50.28571	37.847324	0.016665494	0.9119654	0.2488	-15.765877	-0.009303945	5.6498275	335.5911	-904.2491	425.62344	-904.37177	425.6716	4.0	225.43282
5	480000	1.5	0.0072987443	-94.20798	37.67307	-1015.4947	1219.0	426.44153	0.7673894	0.00036874702	6.0	-0.35794666	50.264324	36.806625	0.019942718	0.9111882	0.3159125	-18.578432	-0.011652578	8.14373	263.05566	-699.89343	392.39944	-699.89417	392.37607	5.0	271.51703
6	560000	1.5	0.008481027	-81.15314	36.465973	-863.4575	1219.0	406.67218	0.6928731	0.00031911148	6.0	-0.4700828	49.503105	35.21594	0.017063482	0.9101009	0.2608625	-24.04165	-0.013099182	12.800363	237.50215	-529.3647	327.9816	-529.27423	327.92023	6.0	317.69247
7	640000	1.5	0.009481809	-68.86215	34.634037	-728.7377	1219.0	379.52487	0.63739544	0.00027241954	8.0	-0.5710542	47.923748	32.973713	0.017390963	0.90794766	0.2810625	-28.311453	-0.011700033	17.14447	197.70815	-398.95917	161.28043	-398.97086	161.37271	7.0	364.09006
8	720000	1.5	0.010328949	-57.380108	31.495497	-608.0472	1219.0	331.6544	0.58930767	0.00024934844	13.0	-0.7777008	44.159485	28.971891	0.015502771	0.90149295	0.2358	-35.657463	-0.0117746275	24.948696	127.921524	-275.71152	45.074493	-275.59244	45.077755	8.0	410.7965
9	800000	1.5	0.011046043	-47.51868	25.915113	-508.866	1219.0	254.74919	0.46970186	0.00026313862	142.0	-1.0091256	37.189224	22.305334	0.015036682	0.8086069	0.1308	-38.951424	-0.014470277	28.305769	68.938805	-51.706593	319.63934	-51.666023	319.6399	9.0	468.2855
10	880000	1.5	0.01165305	-39.417294	16.435062	-415.8727	1219.0	131.69214	0.33543876	0.00031676414	149.0	-1.3200306	25.419842	11.319502	0.0073657073	0.72652966	0.065525	-34.93118	-0.008246415	34.70832	46.063496	-7.3747716	332.53018	-7.391382	332.53033	10.0	526.6341
11	960000	1.5	0.012166867	-33.969925	10.083136	-394.89682	1219.0	109.7337	0.30528957	0.00033984723	149.0	-0.27186558	23.599037	9.032197	0.0068609575	0.6473151	0.060075	-6.7541485	-0.00794926	7.776028	18.435144	-6.0550246	332.64883	-6.0253596	332.65012	11.0	585.0021
12	1040000	1.5	0.012601807	-31.701557	7.1964984	-363.61908	1219.0	80.94631	0.27476737	0.0004650904	149.0	-0.21057951	20.911863	6.3500137	0.0059898575	0.5695371	0.058025	-4.673063	-0.0072683273	6.287073	17.603838	-5.1536465	332.73312	-5.126909	332.73654	12.0	643.3667
13	1120000	1.5	0.012969971	-29.081732	4.9557576	-337.18124	1219.0	58.780266	0.23143014	0.00033758744	149.0	-0.076242216	18.890358	4.6320233	0.0061325156	0.49254468	0.0563875	-1.5614108	-0.007190904	4.591715	13.405525	-5.0946484	332.73776	-5.1656656	332.73114	13.0	701.84686
14	1200000	1.5	0.0132816145	-27.070784	3.864786	-316.3137	1219.0	47.572548	0.21367088	0.00020737978	149.0	-0.015899124	17.924393	3.779541	0.005955971	0.41604567	0.0562	-0.3315894	-0.0077269045	3.1428444	9.879858	-3.7246692	332.8843	-3.7159991	332.8845	14.0	760.1371
15	1280000	1.5	0.013545423	-25.25134	3.0321336	-292.48157	1219.0	37.757084	0.18434507	0.00017043963	149.0	0.013648077	17.054874	3.0658505	0.003474176	0.35746115	0.0326875	0.2376979	-0.0067062853	4.1099963	10.696334	-3.9394798	332.8475	-3.942104	332.8485	15.0	818.5374
16	1360000	1.5	0.013768726	-23.508629	2.9138017	-279.77496	1219.0	36.666832	0.16279212	0.00016424096	149.0	0.060645156	17.042463	3.1458018	0.0025360081	0.30597925	0.0235875	1.0889908	-0.0063684015	3.910811	7.7324696	-2.791755	332.96243	-2.84755	332.95978	16.0	876.75287
17	1440000	1.5	0.013957752	-22.460815	3.0371618	-266.93927	1219.0	36.053013	0.16357733	0.00014863172	149.0	0.06347553	17.079506	3.2875824	0.0026573136	0.25563094	0.0239	1.1432928	-0.006206155	4.264303	7.1720185	-2.4870176	332.9749	-2.4574666	332.97598	17.0	935.16724
18	1520000	1.5	0.014117749	-21.454203	3.3130515	-256.35645	1219.0	37.697876	0.15184261	0.00014212626	149.0	0.0790317	17.348545	3.6327753	0.00018795095	0.24469854	0.0	1.4513509	-0.0016001045	4.439176	6.6790867	0.0	333.04065	0.0	333.04065	18.0	993.567
19	1600000	1.5	0.014253196	-20.616129	3.6704767	-251.83752	1219.0	38.681362	0.15298922	0.00013637745	149.0	0.07009361	17.554161	3.9573102	0.0026318855	0.18960953	0.027325	1.2952707	-0.0065528685	3.96348	5.5716195	-3.9776838	332.84277	-3.9498012	332.84793	19.0	1051.7322
20	1680000	1.5	0.014367847	-20.18763	4.07582	-241.78885	1219.0	41.64308	0.13930324	0.00012783488	87.0	0.09691926	17.966492	4.478751	0.028795721	0.19392577	0.070975	1.7835449	0.023866123	4.6372786	5.5020094	-244.0408	149.98949	-244.18254	150.033	20.0	1105.0099
21	1760000	1.5	0.014464887	-19.649137	4.332095	-262.3677	1219.0	37.04307	0.16741425	0.00012897195	2.0	-0.020988451	17.615208	4.241392	0.025066126	0.19405152	0.061875	-0.41463092	0.025957868	2.8780522	10.691152	-272.8958	101.58202	-272.29184	101.51043	21.0	1150.8643
22	1840000	1.5	0.014547037	-21.233316	4.095285	-279.20844	1219.0	31.37302	0.18950574	0.00012964316	1.0	-0.080525585	17.14641	3.7573547	0.017192679	0.19409537	0.0631	-1.53558	0.030264007	2.761959	14.025858	-297.72357	67.61849	-297.58585	67.6749	22.0	1196.6047
