Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
0	80000	1.5	0.0	0.039949615	0.042098287	-1853.5184	1219.0	466.58203	2.1645381	0.0055439253	5.0	9.3956175	48.07256	36.559658	0.016106138	0.91643137	0.2404375	460.83795	-0.0050652125	1382.5276	20441.86	-1665.4205	466.58392	-1665.4591	466.58945	0.0	43.38438
1	160000	1.5	0.0	-59.92442	39.09565	-1682.8107	1219.0	463.01694	1.0162132	0.0009013271	5.0	0.0098264385	48.620037	39.316063	0.015272322	0.9148026	0.239625	0.3381699	-0.0035193886	7.2666283	5633.367	-1483.66	462.25064	-1483.6991	462.2528	1.0	86.78346
2	240000	1.5	0.0023027735	-126.31978	39.195526	-1512.9222	1219.0	457.92346	0.8837307	0.0003370946	6.0	-0.09654194	49.482166	39.130913	0.017277686	0.9137477	0.2816125	-5.024183	-0.00071265106	2.9955466	393.61694	-1288.2465	455.24167	-1288.1953	455.23306	2.0	130.24397
3	320000	1.5	0.004252031	-120.94459	39.028843	-1339.391	1219.0	450.59314	0.8616843	0.0001430639	6.0	-0.19372769	50.092102	38.67241	0.017592208	0.91272366	0.276125	-10.054052	-0.0051509896	3.3937247	369.05826	-1094.062	442.19284	-1094.1791	442.21057	3.0	173.87415
4	400000	1.5	0.0059020403	-107.74931	38.50104	-1171.3676	1219.0	438.3691	0.7764671	0.00012666653	6.0	-0.31268835	50.179867	37.76323	0.019533904	0.9115916	0.29195	-16.231596	-0.007661322	5.6571198	309.4726	-892.67566	423.475	-892.2981	423.45004	4.0	218.19382
5	480000	1.5	0.0072987443	-94.13978	37.537766	-1007.0378	1219.0	424.60938	0.7640959	0.00013791959	6.0	-0.355974	50.08622	36.64197	0.017691655	0.9104871	0.284925	-18.411306	-0.011261562	7.3125186	291.0537	-701.184	391.1806	-701.10815	391.16608	5.0	261.9784
6	560000	1.5	0.008481027	-80.45211	36.251526	-865.644	1219.0	406.7201	0.6543709	0.00013737658	6.0	-0.4048637	49.494247	35.156643	0.015415312	0.9092206	0.2435625	-20.761745	-0.013403929	9.505584	232.0334	-538.5403	331.3112	-538.58325	331.3596	6.0	305.79648
7	640000	1.5	0.009481809	-68.737175	34.43713	-736.9226	1219.0	381.15457	0.6058578	0.00017572638	8.0	-0.47498536	48.093777	33.019894	0.01590321	0.906045	0.2653375	-23.708887	-0.012892544	11.921182	187.67026	-405.93204	182.91423	-406.09793	183.20567	7.0	349.54105
8	720000	1.5	0.010328949	-57.92489	31.349379	-616.2538	1219.0	337.4111	0.5593785	0.00024161507	12.0	-0.6040537	44.757965	29.358738	0.015130945	0.8992587	0.228175	-28.157093	-0.011782833	16.022062	133.96176	-283.97888	44.965046	-284.06903	44.902893	8.0	393.658
9	800000	1.5	0.011046043	-48.282467	26.270433	-519.4918	1219.0	271.33694	0.46331042	0.0002812561	111.0	-0.7407801	38.911808	23.60346	0.015053131	0.82398015	0.14585	-29.973722	-0.014216194	18.377897	75.31795	-51.47727	321.34244	-51.39371	321.68207	9.0	446.06787
