Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossKLAdv	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
0	80000	1.5	0.0	0.0059754183	-0.11591515	-1720.3665	1219.0	463.84384	1.7240055	0.0058838516	5.0	9.376032	47.78236	36.378914	0.021618243	0.9214449	0.3071875	456.6492	-0.004250615	7.946216e-06	1382.9072	17557.94	-1487.8866	462.26282	-1487.8776	462.26126	0.0	45.604794
1	160000	1.5	0.0	-72.42347	38.97456	-1520.066	1219.0	457.78952	0.9091576	0.0010459123	5.0	-0.07614685	48.0882	38.889053	0.0193492	0.9217453	0.2921375	-3.9396703	0.00016794681	2.2603508e-05	16.154282	2739.736	-1285.1161	455.32263	-1285.2462	455.33487	1.0	91.10477
2	240000	1.5	0.0023027735	-115.759384	38.60423	-1329.5116	1219.0	449.73306	0.83267516	0.0003922143	5.0	-0.1329592	48.614777	38.444805	0.016314423	0.922061	0.275325	-6.799564	-0.0023041156	3.8900256e-05	7.327022	384.73636	-1089.6295	442.57657	-1089.8992	442.58307	2.0	136.43697
3	320000	1.5	0.004252031	-105.87453	38.261066	-1166.4398	1219.0	438.36014	0.78525573	0.00017017168	5.0	-0.27618662	48.780495	37.6716	0.016547611	0.92174053	0.2692875	-13.982143	-0.007824451	4.9981216e-05	7.026428	301.73325	-895.3213	424.55853	-895.1663	424.52457	3.0	181.62567
4	400000	1.5	0.0059020403	-93.28358	37.50602	-1010.9934	1219.0	424.81287	0.72608936	0.00015151633	6.0	-0.3578384	48.71086	36.69646	0.019960897	0.9196511	0.32835	-18.053513	-0.010418262	5.2115018e-05	9.540556	252.48982	-684.9792	388.9106	-685.0472	388.9364	4.0	227.384
5	480000	1.5	0.0072987443	-80.8334	36.438946	-859.8173	1219.0	406.3727	0.67695767	0.00017177562	6.0	-0.48485833	48.05936	35.158737	0.018316459	0.9169159	0.2701	-24.031618	-0.012937211	4.4820037e-05	14.070708	239.28433	-515.3373	320.27072	-515.1853	320.24747	5.0	272.88208
6	560000	1.5	0.008481027	-68.16569	34.645523	-722.8343	1219.0	378.46848	0.6337019	0.00019797761	8.0	-0.6076431	46.42389	32.907043	0.018453652	0.91325	0.28455	-29.126915	-0.0120619405	2.7792925e-05	19.836853	194.33154	-387.5791	145.70895	-387.54065	145.69897	6.0	318.79166
7	640000	1.5	0.009481809	-56.823887	31.624565	-599.89734	1219.0	329.45804	0.52766055	0.00023267981	13.0	-0.8808326	42.49051	28.776703	0.015035724	0.9053335	0.20935	-38.697636	-0.013262756	7.716541e-06	30.74376	130.59401	-269.11063	48.58902	-269.04703	48.60742	7.0	365.79626
8	720000	1.5	0.010328949	-46.64708	25.938715	-500.41333	1219.0	244.17796	0.47225323	0.00023129015	149.0	-1.2521776	34.691776	21.471766	0.013777685	0.8117828	0.115625	-45.04723	-0.014588122	2.7475366e-09	40.115795	65.873184	-52.628204	317.86008	-52.605606	317.7492	8.0	440.97305
9	800000	1.5	0.011046043	-39.18341	17.348438	-423.1685	1219.0	139.38889	0.33976316	0.00028512784	149.0	-1.3732425	24.713264	12.117672	0.007006748	0.730545	0.06355	-35.388134	-0.008308741	1.6529259e-10	37.82235	38.634567	-28.140331	338.60437	-28.243774	337.90674	9.0	516.41266
