Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
0	80000	1.5	0.0	0.039949615	0.042098287	-1853.5184	1219.0	466.58203	2.1645381	0.0055439253	5.0	9.3956175	48.07256	36.559658	0.016106138	0.91643137	0.2404375	460.83795	-0.0050652125	1382.5276	20441.86	-1665.4205	466.58392	-1665.4591	466.58945	0.0	43.49105
1	160000	1.5	0.0	-59.92442	39.09565	-1682.8107	1219.0	463.01694	1.0162132	0.0009013271	5.0	0.0098264385	48.620037	39.316063	0.015272322	0.9148026	0.239625	0.3381699	-0.0035193886	7.2666283	5633.367	-1483.66	462.25064	-1483.6991	462.2528	1.0	87.78782
2	240000	1.5	0.0023027735	-126.33844	39.201786	-1513.9192	1219.0	458.36935	0.879516	0.0003426549	6.0	-0.0915862	49.51478	39.154037	0.017612698	0.9134369	0.2813625	-4.7687116	-0.00093812105	2.9340267	393.8189	-1287.829	455.21622	-1287.9141	455.2149	2.0	134.16806
3	320000	1.5	0.004252031	-120.92256	39.03043	-1343.4509	1219.0	450.08466	0.851559	0.00015225819	6.0	-0.20834267	50.02276	38.624733	0.018435128	0.9130707	0.2775875	-10.8402605	-0.0045633563	3.5985804	361.59525	-1093.5752	442.18283	-1093.7689	442.21024	3.0	180.10548
4	400000	1.5	0.0059020403	-108.1082	38.47599	-1166.8165	1219.0	438.59882	0.78941137	0.00013737202	6.0	-0.30051857	50.204647	37.778187	0.01759628	0.9131594	0.2950375	-15.582728	-0.00837951	5.4753685	332.90588	-890.53925	423.26843	-890.5961	423.28052	4.0	226.12585
5	480000	1.5	0.0072987443	-93.7257	37.52022	-1009.0278	1219.0	424.87894	0.717587	0.00014387009	6.0	-0.34910184	50.090275	36.650063	0.018385492	0.9129495	0.2887	-18.109743	-0.011304	7.380169	280.23804	-695.7071	389.88177	-695.6936	389.80997	5.0	272.14978
6	560000	1.5	0.008481027	-80.424484	36.219826	-860.01996	1219.0	405.19464	0.70405245	0.000160107	6.0	-0.42281282	49.35253	35.060646	0.016313713	0.91225624	0.2472625	-21.627438	-0.012637788	9.972818	230.99872	-531.44635	327.42282	-531.51434	327.53415	6.0	318.26917
7	640000	1.5	0.009481809	-68.42809	34.33401	-734.473	1219.0	380.23825	0.6552071	0.00020863558	8.0	-0.4692786	47.98557	32.92918	0.017294897	0.9103719	0.27905	-23.431576	-0.011706001	11.788214	185.18126	-396.90485	169.74306	-396.94836	169.90596	7.0	364.4869
8	720000	1.5	0.010328949	-57.657143	31.186796	-612.715	1219.0	335.1034	0.546438	0.00031238404	13.0	-0.6213649	44.475945	29.123737	0.016230056	0.9042349	0.23725	-28.788353	-0.011861003	16.581993	135.40125	-268.61478	51.122456	-268.70602	51.163143	8.0	411.64413
9	800000	1.5	0.011046043	-47.745724	25.35315	-509.5547	1219.0	254.26141	0.45405784	0.00043917503	137.0	-0.8584969	37.169994	22.23644	0.015119571	0.8126746	0.1348375	-33.19019	-0.014310598	21.847563	69.64602	-23.645227	335.20975	-24.332369	336.17798	9.0	468.90225
10	880000	1.5	0.01165305	-39.814342	15.9518	-420.45053	1219.0	136.73462	0.3389193	0.00040882407	149.0	-1.1008706	25.90989	11.646165	0.006894555	0.7298634	0.0653125	-29.729807	-0.008109143	26.503332	45.660774	-7.544329	332.51788	-7.5094476	332.51907	10.0	527.03577
11	960000	1.5	0.012166867	-34.12366	9.541188	-390.44656	1219.0	102.36915	0.29046893	0.0005092959	149.0	-0.30192548	22.832458	8.329086	0.0074995384	0.65029615	0.0621375	-7.267114	-0.007801682	7.0544124	18.158012	-6.050454	332.64987	-6.134442	332.6399	11.0	585.17596
12	1040000	1.5	0.012601807	-31.5439	6.8280234	-362.18848	1219.0	79.43353	0.26496792	0.0006055814	149.0	-0.1129431	20.765617	6.3714943	0.0059568933	0.5722993	0.0566375	-2.5024066	-0.0069973688	4.526463	15.153629	-5.550252	332.6992	-5.5290213	332.70215	12.0	643.1778
13	1120000	1.5	0.012969971	-29.154291	5.0240393	-336.86728	1219.0	59.37668	0.23459616	0.00047145417	149.0	-0.06662168	18.932465	4.730094	0.0064588003	0.49515536	0.0575	-1.3657477	-0.0074477973	3.7587125	12.673736	-4.2799807	332.8076	-4.3514657	332.802	13.0	701.16956
14	1200000	1.5	0.0132816145	-27.101982	3.8387117	-314.01285	1219.0	46.262516	0.20668983	0.00029548313	149.0	-0.028983554	17.758152	3.6800056	0.0047610854	0.42768475	0.0447125	-0.5582689	-0.007089096	3.4917023	10.727666	-3.6750364	332.8956	-3.698341	332.89017	14.0	760.0516
15	1280000	1.5	0.013545423	-25.22857	3.170417	-297.94263	1219.0	39.256626	0.18742259	0.00024179133	149.0	0.019005185	17.184872	3.2136765	0.002949424	0.3717661	0.0296375	0.3382688	-0.0066533037	3.2624738	9.118653	-2.050423	332.99173	-2.048488	332.99173	15.0	818.1913
16	1360000	1.5	0.013768726	-23.972443	2.9269798	-283.23163	1219.0	36.297787	0.17773837	0.00020002094	149.0	0.0492088	16.98307	3.102836	0.0033240851	0.31195116	0.0337375	0.87607527	-0.006505323	3.4588296	8.200933	0.0	333.04065	0.0	333.04065	16.0	876.34406
17	1440000	1.5	0.013957752	-22.791296	2.992051	-268.96838	1219.0	35.875435	0.15843785	0.00017834867	149.0	0.06754432	17.04427	3.246417	0.0026042927	0.26503798	0.0193375	1.2158247	-0.005812374	3.8984032	7.646149	0.0	333.04065	0.0	333.04065	17.0	934.53815
18	1520000	1.5	0.014117749	-21.704054	3.2492251	-257.05093	1219.0	37.215576	0.15186286	0.00015525342	149.0	0.08450084	17.28136	3.5799747	-4.744832e-06	0.2542782	0.0	1.5459452	-0.0015027267	4.031156	6.733578	-2.5242312	332.97345	-2.4975107	332.97357	18.0	992.6674
19	1600000	1.5	0.014253196	-20.848774	3.6100497	-255.45078	1219.0	38.159763	0.15716277	0.00014530218	149.0	0.069103815	17.483734	3.884525	0.0014366722	0.21579309	0.0101625	1.277134	-0.0052716765	3.4336224	5.2779098	-2.9588287	332.95462	-2.9609034	332.95456	19.0	1050.8881
20	1680000	1.5	0.014367847	-20.648909	3.9259243	-250.06293	1219.0	39.343727	0.15541601	0.00013490832	125.0	0.0792521	17.710981	4.2501335	0.015068854	0.20368437	0.059375	1.4375514	0.021753147	3.7303586	5.306417	-218.69096	139.27296	-218.828	139.1903	20.0	1107.2545
21	1760000	1.5	0.014464887	-20.366072	4.051447	-271.39252	1219.0	37.50095	0.17834166	0.00016351402	35.0	0.041105635	17.634676	4.217854	0.015856944	0.18926501	0.070275	0.73171985	0.010698503	2.705288	7.5288033	-260.4863	95.65525	-260.27603	95.37703	21.0	1155.761
22	1840000	1.5	0.014547037	-21.751059	4.2889743	-273.99094	1219.0	33.33199	0.18509963	0.00014320372	3.0	-0.07494052	17.317873	3.973975	0.020254418	0.18793488	0.09665	-1.405698	0.030490268	2.5553524	13.123953	-294.20404	53.723156	-293.77682	53.87742	22.0	1201.8597
23	1920000	1.5	0.014616577	-22.436453	3.6429741	-299.44116	1219.0	25.348701	0.20909949	0.00014802832	2.0	-0.13764122	16.601988	3.0690243	0.08020936	0.18725061	0.2059625	-2.5099015	0.08944714	4.112347	20.873556	-349.70502	12.321744	-349.11548	12.298229	23.0	1247.5602
24	2000000	1.5	0.014675439	-24.62036	2.6202326	-344.45642	1219.0	15.19424	0.24677762	0.00020551457	4.0	-0.28426352	15.656275	1.4212148	0.022363143	0.1863021	0.1467125	-4.791783	0.01806098	11.841375	59.581764	-308.65277	39.809692	-308.2477	39.812283	24.0	1293.5331
25	2080000	1.5	0.014725265	-27.693	1.2769974	-311.89447	1219.0	19.214954	0.22358584	0.00016875254	4.0	0.12746312	16.09516	1.8295494	0.04250715	0.18575087	0.0838375	2.053909	0.036041185	3.8177917	27.25401	-336.00153	19.212265	-336.7358	19.009867	25.0	1339.4006
