Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossKLAdv	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
41	3360000	1.5	0.014980911	-27.6509	0.607204	-326.38943	1219.0	12.50094	0.2684428	2.3481833e-05	5.0	0.16604364	16.531528	1.3130018	0.025614673	0.21950391	0.0686125	2.862963	0.0315201	0.0006315538	2.62821	54.047646	-323.55978	42.943863	-324.06238	42.573517	41.0	2353.4653
42	3440000	1.5	0.014983846	-26.966934	1.1838032	-342.94504	1219.0	7.407764	0.28324896	1.4610555e-05	2.0	-0.121305324	16.04078	0.67131925	0.036579017	0.2193651	0.0943125	-2.1426954	0.046334334	0.00095029257	1.4094621	72.98046	-346.80692	19.241486	-346.5891	19.120981	42.0	2398.2285
43	3520000	1.5	0.014986322	-28.432743	0.60327506	-363.13773	1219.0	2.320556	0.28283238	1.198704e-05	1.0	-0.09926551	15.542374	0.18486546	0.017837932	0.21930003	0.0837875	-1.6728063	0.026890758	0.0012385953	0.7810637	104.47063	-360.99857	9.000895	-361.10315	8.400195	43.0	2442.7676
44	3600000	1.5	0.0149884205	-29.993422	0.19751497	-378.017	1219.0	2.5758991	0.2913076	3.161845e-05	2.0	0.0046601025	15.57075	0.20995496	0.035518352	0.219172	0.1148	0.054179866	0.04702434	0.0014632002	0.06453669	119.0784	-379.0132	4.817335	-379.46292	4.597433	44.0	2487.63
45	3680000	1.5	0.0149901975	-31.313784	0.2374432	-396.85443	1219.0	4.9557805	0.31265882	0.00012801093	5.0	0.055602603	15.817501	0.46443462	0.018264944	0.21888784	0.104225	0.9041702	0.020502482	0.0012190826	0.4098197	151.1216	-366.21973	13.979772	-366.00824	13.847178	45.0	2532.9243
46	3760000	1.5	0.0149917025	-32.294434	0.40050626	-384.60593	1219.0	2.9165714	0.31518495	8.1899074e-05	2.0	-0.031856537	15.620491	0.2535806	0.019139506	0.21877483	0.0864125	-0.570188	0.019353423	0.0011077047	0.1779784	134.93117	-350.74643	27.718212	-351.04892	27.297503	46.0	2577.7512
47	3840000	1.5	0.014992981	-31.288881	0.24852054	-372.2596	1219.0	2.3184135	0.3123142	4.364918e-05	2.0	-0.013444336	15.56212	0.18405783	0.024196228	0.21865371	0.0827875	-0.24001138	0.023258477	0.00096712454	0.061430812	112.88694	-333.22455	47.834686	-332.94608	47.6926	47.0	2622.6228
48	3920000	1.5	0.014994055	-30.16907	0.17284039	-357.47165	1219.0	3.7712748	0.29539907	1.942507e-05	149.0	0.03256303	15.713312	0.3048384	0.009665926	0.19665997	0.048175	0.51561314	0.009007477	0.0007810509	0.14658487	91.92833	-330.88898	69.53308	-330.4275	69.222496	48.0	2698.277
49	4000000	1.5	0.014994966	-29.709957	0.31102976	-359.5055	1219.0	3.032594	0.29556188	1.8302042e-05	149.0	-0.015002459	15.643177	0.2456753	0.004141912	0.20029354	0.0414625	-0.27073494	0.00807747	0.0009185655	0.050923783	107.01471	-334.8852	79.76094	-335.9073	79.53599	49.0	2774.3503
50	4080000	1.5	0.01499574	-29.423746	0.23429078	-366.92676	1219.0	2.7067552	0.3043205	1.9123632e-05	149.0	-0.0038866869	15.614714	0.21727993	0.0023689324	0.2057166	0.0298	-0.08403201	0.0051185195	0.00094532594	0.028460568	113.62485	-339.9181	79.497475	-340.54004	79.152695	50.0	2850.4084
51	4160000	1.5	0.0149963945	-30.03197	0.2188833	-372.23093	1219.0	2.6852515	0.34151092	3.586296e-05	149.0	-0.00077580224	15.615974	0.2172413	0.0027835714	0.20898911	0.016975	-0.029734671	0.002730207	0.0010856108	0.034412913	111.86237	-344.68094	78.39623	-345.85803	78.32674	51.0	2926.2144
52	4240000	1.5	0.014996949	-30.281195	0.22414263	-376.5056	1219.0	2.894381	0.35997105	4.4696964e-05	149.0	0.0036937264	15.643956	0.23960559	0.0062830695	0.1996006	0.016475	0.0395437	0.005092027	0.0016019281	0.05394574	100.682816	-353.42758	73.971634	-353.6589	73.84493	52.0	3002.101
53	4320000	1.5	0.014997421	-30.344406	0.24846177	-382.26254	1219.0	2.9850264	0.32613426	5.6697812e-05	149.0	0.0020117413	15.65647	0.2515902	0.004945707	0.17371106	0.0217375	-0.004349338	0.0046684477	0.0019913171	0.069909714	83.83658	-353.619	79.288246	-353.15997	79.625404	53.0	3078.2104
54	4400000	1.5	0.014997812	-32.532036	0.24525884	-377.0251	1219.0	2.5505579	0.34162122	4.883425e-05	149.0	-0.006394349	15.614237	0.21175352	0.00086686516	0.16471471	0.0100375	-0.14314285	0.00030598012	0.001731238	0.051343236	73.780754	-334.02768	99.64527	-334.1068	99.7224	54.0	3154.092
55	4480000	1.5	0.014998151	-31.513119	0.2131745	-373.0952	1219.0	2.4257016	0.34211817	4.6877056e-05	149.0	-0.0023105668	15.604867	0.19870554	0.011052888	0.15890847	0.035625	-0.068746045	0.005770062	0.0033124934	0.035941277	59.71793	-356.94016	82.654144	-356.5314	83.33295	55.0	3230.0974
56	4560000	1.5	0.014998434	-30.17723	0.20097134	-374.5155	1219.0	2.031496	0.38990402	3.7133876e-05	149.0	-0.004650033	15.567272	0.16575228	0.0015413217	0.14887929	0.0161875	-0.1451002	0.00056757143	0.0030656739	0.037646286	59.63953	-338.0489	103.81912	-337.41928	105.43643	56.0	3306.0684
57	4640000	1.5	0.0149986725	-31.030375	0.1632423	-372.0138	1219.0	1.7387396	0.38902545	2.9396519e-05	22.0	-0.0022200171	15.539083	0.1438557	0.015673062	0.14702308	0.0451125	-0.095130675	0.008768724	0.005430124	0.027185053	57.56865	-344.49115	96.02435	-343.1295	96.97293	57.0	3355.1196
58	4720000	1.5	0.014998881	-29.22271	0.13543287	-370.76794	1219.0	1.3082174	0.39672568	2.7145648e-05	149.0	-0.0022474006	15.517201	0.10725967	0.005277042	0.13213694	0.04765	-0.11518433	0.004781447	0.0031412982	0.024816519	64.83638	-333.63678	94.46113	-334.84238	94.639046	58.0	3431.107
59	4800000	1.5	0.014999048	-30.936493	0.096466795	-366.2856	1219.0	1.0557606	0.37547678	1.6790258e-05	149.0	0.000380815	15.51582	0.08669536	0.005276761	0.11609065	0.0442625	-0.04487428	0.004046536	0.0018915811	0.013106798	61.840843	-327.96973	87.95199	-328.12866	87.65502	59.0	3513.7798
60	4880000	1.5	0.014999196	-30.609709	0.07804548	-360.79834	1219.0	0.97406685	0.37115878	1.2242958e-05	149.0	0.0018898248	15.514198	0.079433545	0.003515001	0.09070194	0.0301375	-0.00036983998	0.0013712964	0.0012688038	0.006360696	66.10389	-320.2487	77.7108	-320.24304	77.55595	60.0	3592.8171
61	4960000	1.5	0.014999316	-30.483778	0.07527342	-357.31088	1219.0	1.0472623	0.34598008	9.588429e-06	149.0	0.0034082495	15.512865	0.08553855	0.0009151228	0.088092685	0.0108625	0.033978943	0.0007858612	0.0010626626	0.006709472	67.4961	-315.6165	79.49502	-315.74615	79.29089	61.0	3673.004
62	5040000	1.5	0.014999421	-29.018919	0.083564885	-357.76727	1219.0	1.1106309	0.3283155	1.02889635e-05	149.0	0.0022948273	15.511636	0.09049584	0.000859898	0.06888461	0.0060125	0.021550445	0.0004949845	0.00088060286	0.007965999	64.58526	-314.8949	81.046074	-315.14484	80.4572	62.0	3750.684
63	5120000	1.5	0.01499951	-30.812191	0.095182724	-356.73032	1219.0	1.3376791	0.3326482	1.112866e-05	149.0	0.0037455545	15.511249	0.10902632	0.0024824138	0.039289713	0.019275	0.046658143	0.00058619	0.00079655315	0.012685274	64.78858	-313.34882	81.87515	-313.50226	81.12976	63.0	3830.247
64	5200000	1.5	0.014999585	-31.055798	0.12253794	-355.2702	1219.0	1.7991408	0.30523866	1.4722493e-05	149.0	0.006123025	15.539512	0.14725897	0.0059230253	0.011787891	0.0425875	0.078809924	0.0018655101	0.001055612	0.024750348	64.541626	-329.18713	72.4329	-329.15768	72.11673	64.0	3908.5483
65	5280000	1.5	0.014999655	-29.5143	0.15875168	-360.32172	1219.0	1.2279866	0.29078084	2.1277614e-05	149.0	-0.01270863	15.51097	0.101206824	0.0011020004	0.0003709793	0.01445	-0.2347605	3.082199e-05	0.0014616583	0.03004207	57.910713	-335.13623	60.32591	-334.1005	60.306076	65.0	3988.1016
66	5360000	1.5	0.014999704	-29.223856	0.10041158	-361.01526	1219.0	1.1218464	0.29858202	1.9039207e-05	149.0	-0.00018689944	15.509785	0.0934849	0.0014551979	-0.026963232	0.011975	-0.033780027	-0.00029988808	0.0014840553	0.012475957	59.37425	-335.90778	54.952984	-334.72653	54.751263	66.0	4070.257
67	5440000	1.5	0.014999748	-29.748198	0.094122626	-361.0167	1219.0	1.1249921	0.2867345	1.61758e-05	149.0	0.0013238583	15.508612	0.09434386	0.0016706077	-0.06338251	0.013325	-0.004257394	-0.0006330452	0.0012751406	0.012374257	60.53462	-331.32733	53.55014	-331.40695	53.716904	67.0	4150.9336
68	5520000	1.5	0.014999791	-30.533257	0.09410343	-357.47174	1219.0	1.0959512	0.27414897	1.6891416e-05	149.0	0.00039254175	15.507347	0.09189856	0.0007153948	-0.073359855	0.004925	-0.0139458645	-0.00055312004	0.0011026846	0.008998825	65.01818	-334.23746	52.07175	-334.1537	51.493732	68.0	4230.6895
69	5600000	1.5	0.01499982	-28.584059	0.09328165	-360.46497	1219.0	1.09226	0.28117818	2.0767544e-05	149.0	0.00076075003	15.506076	0.091856845	0.0012998135	-0.097494245	0.009075	-0.008891851	0.00011973877	0.0009626527	0.01210672	71.511185	-330.63452	61.264786	-329.7578	61.339226	69.0	4313.5166
70	5680000	1.5	0.014999851	-29.88681	0.093889475	-361.2527	1219.0	1.1911463	0.29004812	1.8949435e-05	149.0	0.0025060768	15.505193	0.10118695	0.00105864	-0.11210847	0.0107625	0.023061005	-0.00063176424	0.0010987782	0.015521762	79.80409	-327.66772	69.048515	-328.37656	68.776634	70.0	4397.263
71	5760000	1.5	0.014999868	-29.107853	0.10248627	-361.78555	1219.0	1.205661	0.28322622	1.8656243e-05	149.0	0.0014877674	15.504172	0.10434917	0.0018046976	-0.14071417	0.0145875	0.0028809565	0.00027067566	0.0010299259	0.016629778	84.77092	-318.47443	78.96332	-318.62012	79.81247	71.0	4480.5933
72	5840000	1.5	0.014999894	-31.116032	0.10274487	-359.50513	1219.0	1.1510121	0.28311452	2.1680986e-05	149.0	0.00032621023	15.503059	0.10143481	0.0023112376	-0.15255262	0.02855	-0.010066584	0.00035509645	0.0008559594	0.013705908	102.33772	-317.35858	81.57927	-317.15356	82.12024	72.0	4564.2437
