Epoch	TotalEnvInteracts	worker/CostLimit	worker/noise	learner/VVals	learner/CostVVals	worker/EpRet	worker/EpLen	worker/EpCost	learner/LossQ	learner/LossQC	learner/StopIter	learner/LossPi	learner/Lagrangian	learner/QcRet	learner/KL	learner/Entropy	learner/ClipFrac	learner/LossQcPenalty	learner/LossVallina	learner/LossKLAdv	learner/LossVC	learner/LossV	Eval/NaturalReward	Eval/NaturalCost	Eval/AdvUniformReward	Eval/AdvUniformCost	worker/Epoch	worker/Time
0	80000	1.5	0.0	0.044043947	-0.025230868	-1880.5641	1219.0	467.7595	2.2547498	0.007139218	5.0	9.433152	48.189274	36.613464	0.020008177	0.9164314	0.2978	463.8226	-0.0029614472	7.862689e-07	1391.1873	21004.785	-1673.2546	466.34012	-1673.3359	466.3477	0.0	44.942616
1	160000	1.5	0.0	-60.229042	39.527737	-1686.8616	1219.0	463.0761	1.0098252	0.0015268642	5.0	-0.09321116	48.631355	39.342937	0.0154932095	0.9144706	0.2405	-4.711011	-0.0022458218	4.980617e-06	8.881714	5661.186	-1490.5157	462.08728	-1490.5289	462.0934	1.0	89.81045
2	240000	1.5	0.0023027735	-126.43456	39.19232	-1523.7399	1219.0	458.2158	0.9304247	0.00085958	5.0	-0.095300496	49.50266	39.13097	0.015400193	0.9137669	0.2367	-4.912034	-0.0017435976	9.21645e-06	3.4847493	400.526	-1313.3344	456.30527	-1313.3601	456.297	2.0	134.72314
3	320000	1.5	0.004252031	-121.65601	39.028595	-1359.5828	1219.0	450.9938	0.89553374	0.0005453982	6.0	-0.18327437	50.139324	38.72624	0.021540143	0.913475	0.3217875	-9.594225	-0.0019572224	1.9721514e-05	3.5658567	340.9893	-1098.6886	443.62698	-1098.6978	443.63922	3.0	180.02103
4	400000	1.5	0.0059020403	-109.50873	38.56502	-1168.1062	1219.0	439.1276	0.7855792	0.0004153615	6.0	-0.30827922	50.257374	37.84956	0.020102791	0.9129048	0.3289375	-16.047499	-0.006675142	3.0685467e-05	5.7308006	352.4898	-881.59296	423.20917	-881.55676	423.17715	4.0	225.37921
5	480000	1.5	0.0072987443	-94.19444	37.632	-1001.6732	1219.0	423.78	0.7795521	0.0003347869	6.0	-0.40146646	49.98442	36.612385	0.020242026	0.9122238	0.3094375	-20.763433	-0.010705785	4.0075676e-05	9.148084	292.9155	-681.38715	387.85312	-681.4613	387.82544	5.0	270.67603
6	560000	1.5	0.008481027	-80.37294	36.288845	-845.80273	1219.0	404.75424	0.7004383	0.00029140295	6.0	-0.46425134	49.292973	35.050213	0.01584153	0.9108123	0.2454625	-23.582228	-0.013246935	3.4752713e-05	12.722801	253.84242	-517.9885	320.91306	-517.7562	320.81516	6.0	316.02438
7	640000	1.5	0.009481809	-67.39195	34.376736	-721.03375	1219.0	376.7092	0.65466696	0.00024354031	8.0	-0.56578404	47.629753	32.72575	0.016103946	0.9073963	0.2571125	-27.843426	-0.012983255	2.7734455e-05	17.16793	174.71268	-396.05502	157.7596	-396.0246	157.61937	7.0	361.8229
8	720000	1.5	0.010328949	-56.95336	31.423834	-608.1064	1219.0	334.27246	0.549482	0.00019831184	13.0	-0.7181917	44.358894	29.10966	0.015477542	0.9001428	0.2221125	-33.00256	-0.013664789	9.680568e-06	22.538315	125.54084	-274.61215	45.79848	-274.65277	45.77279	8.0	408.56424
9	800000	1.5	0.011046043	-47.37216	25.884079	-507.36346	1219.0	252.3314	0.47531018	0.0001842214	144.0	-1.0420502	36.972275	22.159666	0.015055814	0.8080807	0.1319	-39.946377	-0.014323346	6.8991794e-09	29.350634	66.98443	-39.92708	328.0951	-39.710876	328.0857	9.0	481.68326
10	880000	1.5	0.01165305	-39.90665	16.596714	-418.3895	1219.0	134.38417	0.34302536	0.00019093565	149.0	-1.2901216	25.697128	11.614007	0.006299769	0.7262707	0.06235	-34.5506	-0.008118521	1.7337984e-10	33.234303	46.881046	-8.673902	332.43588	-8.694978	332.4336	10.0	556.0762
11	960000	1.5	0.012166867	-34.22628	9.96533	-391.47668	1219.0	105.19112	0.2939	0.00029892006	149.0	-0.34366494	23.070076	8.6295	0.006358734	0.64718	0.0594875	-8.342633	-0.007924968	2.0625378e-11	7.241216	20.668434	-7.028463	332.55777	-6.9828587	332.56293	11.0	630.611
12	1040000	1.5	0.012601807	-31.626413	7.062757	-362.9758	1219.0	79.48357	0.26570135	0.0003579768	149.0	-0.16194151	20.7523	6.417973	0.005926817	0.5694757	0.057	-3.584352	-0.007861	1.776872e-11	5.033022	17.44831	-6.5512123	332.6019	-6.5436873	332.6018	12.0	705.2899
13	1120000	1.5	0.012969971	-29.241863	5.0765724	-336.8295	1219.0	57.92319	0.23093064	0.00020119878	149.0	-0.08824812	18.778374	4.719246	0.0056879763	0.4925342	0.0561875	-1.7882823	-0.007680967	1.05396525e-11	3.8647172	13.335076	-5.667388	332.68793	-5.640159	332.68863	13.0	779.9086
14	1200000	1.5	0.0132816145	-27.183506	3.9185927	-315.18973	1219.0	45.651028	0.20314059	7.6482356e-05	149.0	-0.039683904	17.68648	3.7308915	0.005804734	0.41685972	0.0546875	-0.7659944	-0.0074373335	3.232585e-11	3.0044243	10.859903	-5.6850576	332.68622	-5.6852865	332.6851	14.0	854.51636
